stock_name,sent_score,company_name,open,adj_close,volume,one_day_return,two_day_return,three_day_return,seven_day_return,volatility_two_day,volatility_ten_day,volatility_thirty_day,date,tweet
TSLA,0.106022218125,"Tesla, Inc.",282.760009765625,268.2099914550781,77620600,-19.600006103515568,-14.730010986328125,-7.800018310546875,-40.52001953125,0.060325130083615015,0.03149808186865893,0.0261498795097722,2022-09-29,"Mainstream media has done an amazing job at brainwashing people. Today at work, we were asked what companies we believe in &amp; I said @Tesla because they make the safest cars &amp; EVERYONE disagreed with me because they heard“they catch on fire &amp; the batteries cost 20k to replace”"
TSLA,0.290899902,"Tesla, Inc.",283.0799865722656,287.8099975585937,54664800,4.869995117187443,11.799987792968693,12.480010986328068,-21.260009765625057,0.005583064935320339,0.024722961351453375,0.023194746958526403,2022-09-28,"$AAPL and $TSLA have seen big inflows from retail amid the broader market downturn, according to Vanda Research data released Wed.

The two stocks recorded the largest net retail purchases in the five trading days ended Tuesday, Vanda found.

Apple: +$477.55 M
Tesla: +$405.87 M https://t.co/y3iHutDtxk"
TSLA,0.29290736105882353,"Tesla, Inc.",283.8399963378906,282.94000244140625,61925200,6.92999267578125,7.610015869140625,-5.649993896484375,-20.410003662109375,0.016007420104266777,0.027148131354250312,0.022943810585438627,2022-09-27,"Elon making burn jokes is bullish.

$TSLA https://t.co/BaF4CEAASP"
TSLA,0.2107304163888889,"Tesla, Inc.",271.8299865722656,276.010009765625,58076900,0.680023193359375,-12.579986572265625,-24.78997802734375,-27.739990234375,0.034236286269208493,0.02754755779136197,0.023211986903233006,2022-09-26,"$TSLA Since 2019, legacy auto has made up for sinking unit sales by increasing ASPs by $10,000 and lowering incentives by $5,000. That’s a 40% margin trick (!), but it’s temporary: ICE sales will continue to sink, and legacy auto can no longer increase prices or lower incentives: https://t.co/E1mQIftbiL"
TSLA,0.25170238976744186,"Tesla, Inc.",283.0899963378906,275.3299865722656,63748400,-13.260009765625,-25.470001220703125,-33.4000244140625,-27.279998779296875,0.003787153535553592,0.028493901426506908,0.024887375643336908,2022-09-23,"Bears This Week
$SPY $QQQ $TSLA https://t.co/d6HF2eLWGL"
TSLA,0.12970231421686748,"Tesla, Inc.",299.8599853515625,288.5899963378906,70545400,-12.209991455078125,-20.1400146484375,-20.480010986328125,-3.540008544921875,0.010539978088225247,0.02817537974004825,0.023902071025486266,2022-09-22,"$TSLA shares have increased in value by 12 basis points per day in 4,466 days since IPO in 2010."
TSLA,0.20203842777777778,"Tesla, Inc.",308.2900085449219,300.79998779296875,62555700,-7.930023193359375,-8.27001953125,-2.550018310546875,-3.620025634765625,0.0173848467528843,0.02472848924980909,0.023696564278410808,2022-09-21,so my mate is working the lights for $tsla AI day optimus bot update thing and sent me this from early rehearsals not sure what to believe anymore https://t.co/gXReOkLMXP
TSLA,0.12277575765432097,"Tesla, Inc.",306.9100036621094,308.7300109863281,61642800,-0.339996337890625,5.3800048828125,4.980010986328125,9.050018310546875,0.01411114525053876,0.023337649409350843,0.023645857531672664,2022-09-20,While autonomous car companies are rapidly expanding their Level 4 geofences @Tesla is still struggling to fix basic bugs in its defective Level 2 Full Self-Driving software.  Year after year @elonmusk looks on helplessly as the world is geofenced ahead of him! https://t.co/Os0wfVPRsm
TSLA,0.2407905167816092,"Tesla, Inc.",300.0899963378906,309.07000732421875,60231200,5.720001220703125,5.32000732421875,6.46002197265625,19.80999755859375,0.014264438782679443,0.022881293315964783,0.023657592609508532,2022-09-19,Thank you @MissJilianne for making me feel like a star in Beverly Hills on your @Tesla Model S Plaid! https://t.co/qUraINVTBR
TSLA,0.3125819896969697,"Tesla, Inc.",299.6099853515625,303.3500061035156,87087800,-0.399993896484375,0.740020751953125,11.220001220703125,19.649993896484375,0.003595020016772575,0.025823375416176454,0.026570275137574872,2022-09-16,"Am I the only one who thinks it's super cool that @Tesla doesn't even have USD prices on their website for some items, they're exclusively sold in DOGE?

I think it's pretty great. Well done, @elonmusk https://t.co/aBAAbXK8Fz"
